iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field,field_cd,race,imprace,imprelig,from,zipcode,income,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
5804,382,4,Femme,7,2,15,19,17,17.0,9,3,399.0,0,"0,24",1,29.0,2.0,25,10,20,20,10,15,0,5.0,5.0,6.0,5.0,9.0,,[28-32],Film,14.0,2.0,8.0,1.0,New York City,"10,028",52010.0,2.0,7.0,3.0,Filmmaker,Entertainment,6.0,5.0,10.0,10.0,9.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,6.0,,25.0,25.0,25.0,10.0,10.0,5.0
5803,382,4,Femme,7,2,15,19,17,17.0,5,2,398.0,0,"0,15",1,29.0,2.0,45,10,10,30,0,5,0,6.0,,5.0,3.0,,5.0,[28-32],Film,14.0,2.0,8.0,1.0,New York City,"10,028",52010.0,2.0,7.0,3.0,Filmmaker,Entertainment,6.0,5.0,10.0,10.0,9.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,6.0,,25.0,25.0,25.0,10.0,10.0,5.0
5802,382,4,Femme,7,2,15,19,17,17.0,14,1,397.0,0,"-0,12",1,24.0,2.0,20,21,21,22,6,10,1,7.0,8.0,8.0,8.0,7.0,8.0,[28-32],Film,14.0,2.0,8.0,1.0,New York City,"10,028",52010.0,2.0,7.0,3.0,Filmmaker,Entertainment,6.0,5.0,10.0,10.0,9.0,9.0,6.0,8.0,3.0,8.0,10.0,8.0,10.0,9.0,9.0,9.0,1.0,6.0,,25.0,25.0,25.0,10.0,10.0,5.0
5801,381,3,Femme,5,2,15,19,5,5.0,6,19,415.0,0,"0,51",1,31.0,2.0,10,20,40,10,10,10,1,5.0,5.0,5.0,5.0,5.0,5.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5800,381,3,Femme,5,2,15,19,5,5.0,13,18,414.0,1,"-0,32",1,29.0,2.0,95,1,1,1,1,1,1,10.0,9.0,9.0,9.0,9.0,6.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5799,381,3,Femme,5,2,15,19,5,5.0,3,17,413.0,0,"0,08",1,26.0,2.0,10,10,30,30,5,15,0,6.0,6.0,6.0,6.0,6.0,6.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5798,381,3,Femme,5,2,15,19,5,5.0,4,16,412.0,0,"-0,05",1,27.0,2.0,75,5,5,5,5,5,1,7.0,8.0,8.0,7.0,6.0,6.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5797,381,3,Femme,5,2,15,19,5,5.0,5,15,411.0,0,"0,41",1,34.0,2.0,35,15,15,25,10,0,0,6.0,7.0,6.0,2.0,5.0,5.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5796,381,3,Femme,5,2,15,19,5,5.0,15,14,410.0,0,"-0,28",1,27.0,2.0,20,20,20,20,10,10,0,4.0,3.0,5.0,8.0,8.0,2.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5795,381,3,Femme,5,2,15,19,5,5.0,9,13,409.0,1,"0,36",1,23.0,2.0,20,15,20,20,10,15,1,7.0,7.0,7.0,7.0,7.0,8.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5794,381,3,Femme,5,2,15,19,5,5.0,18,12,408.0,0,"0,26",0,24.0,3.0,20,10,20,20,10,20,1,7.0,8.0,8.0,8.0,8.0,7.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5793,381,3,Femme,5,2,15,19,5,5.0,1,11,407.0,0,"0,6",1,24.0,2.0,30,15,15,15,15,10,0,10.0,10.0,10.0,10.0,10.0,10.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5792,381,3,Femme,5,2,15,19,5,5.0,7,10,406.0,0,"0,07",0,27.0,4.0,20,20,20,20,20,0,0,7.0,6.0,6.0,6.0,5.0,7.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5791,381,3,Femme,5,2,15,19,5,5.0,19,9,405.0,0,"0,44",0,30.0,1.0,30,25,20,15,5,5,0,7.0,10.0,10.0,10.0,9.0,9.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5790,381,3,Femme,5,2,15,19,5,5.0,8,8,404.0,0,"0,24",1,23.0,2.0,25,14,25,25,3,8,1,7.0,6.0,5.0,4.0,5.0,,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5789,381,3,Femme,5,2,15,19,5,5.0,10,7,403.0,0,"-0,14",1,22.0,2.0,20,25,20,15,5,15,1,5.0,6.0,5.0,6.0,,,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5788,381,3,Femme,5,2,15,19,5,5.0,17,6,402.0,0,"-0,09",0,29.0,4.0,25,20,15,25,10,5,1,6.0,7.0,6.0,7.0,7.0,8.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5787,381,3,Femme,5,2,15,19,5,5.0,11,5,401.0,0,"0,35",1,31.0,2.0,35,0,25,20,0,20,0,2.0,5.0,6.0,5.0,5.0,,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5786,381,3,Femme,5,2,15,19,5,5.0,14,4,400.0,0,"0,1",1,26.0,2.0,70,5,20,3,1,1,0,6.0,7.0,8.0,,,,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5785,381,3,Femme,5,2,15,19,5,5.0,16,3,399.0,0,"0,38",1,29.0,2.0,25,10,20,20,10,15,0,,,,,,,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5784,381,3,Femme,5,2,15,19,5,5.0,12,2,398.0,0,"0,29",1,29.0,2.0,45,10,10,30,0,5,0,6.0,7.0,7.0,4.0,9.0,,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5783,381,3,Femme,5,2,15,19,5,5.0,2,1,397.0,0,"0,02",1,24.0,2.0,20,21,21,22,6,10,0,7.0,6.0,6.0,6.0,6.0,5.0,[23-27],Film,14.0,2.0,6.0,3.0,California,"92,833",,5.0,4.0,1.0,Screenwriter,Entertainment,5.0,5.0,5.0,7.0,8.0,8.0,6.0,5.0,6.0,9.0,6.0,4.0,8.0,7.0,8.0,8.0,7.0,2.0,,20.0,10.0,20.0,35.0,5.0,10.0
5782,380,2,Femme,3,2,15,19,4,4.0,5,19,415.0,0,"0,16",0,31.0,2.0,10,20,40,10,10,10,1,5.0,5.0,5.0,5.0,5.0,5.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5781,380,2,Femme,3,2,15,19,4,4.0,12,18,414.0,0,"-0,15",0,29.0,2.0,95,1,1,1,1,1,1,10.0,10.0,10.0,9.0,9.0,5.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5780,380,2,Femme,3,2,15,19,4,4.0,2,17,413.0,0,"0,62",0,26.0,2.0,10,10,30,30,5,15,0,5.0,7.0,6.0,5.0,5.0,6.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5779,380,2,Femme,3,2,15,19,4,4.0,3,16,412.0,0,"0,23",0,27.0,2.0,75,5,5,5,5,5,1,8.0,7.0,8.0,8.0,8.0,7.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5778,380,2,Femme,3,2,15,19,4,4.0,4,15,411.0,0,"0,51",0,34.0,2.0,35,15,15,25,10,0,0,7.0,9.0,10.0,5.0,9.0,5.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5777,380,2,Femme,3,2,15,19,4,4.0,14,14,410.0,0,"-0,26",0,27.0,2.0,20,20,20,20,10,10,0,6.0,10.0,10.0,5.0,8.0,5.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5776,380,2,Femme,3,2,15,19,4,4.0,8,13,409.0,1,"0,08",0,23.0,2.0,20,15,20,20,10,15,1,7.0,9.0,9.0,8.0,7.0,5.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5775,380,2,Femme,3,2,15,19,4,4.0,17,12,408.0,0,"0,29",0,24.0,3.0,20,10,20,20,10,20,0,8.0,9.0,9.0,9.0,8.0,7.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5774,380,2,Femme,3,2,15,19,4,4.0,19,11,407.0,0,"0,39",0,24.0,2.0,30,15,15,15,15,10,0,6.0,7.0,7.0,6.0,7.0,10.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5773,380,2,Femme,3,2,15,19,4,4.0,6,10,406.0,1,"0,13",0,27.0,4.0,20,20,20,20,20,0,1,7.0,7.0,7.0,7.0,5.0,5.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5772,380,2,Femme,3,2,15,19,4,4.0,18,9,405.0,0,"0,27",1,30.0,1.0,30,25,20,15,5,5,0,5.0,10.0,10.0,10.0,10.0,10.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5771,380,2,Femme,3,2,15,19,4,4.0,7,8,404.0,0,"-0,16",0,23.0,2.0,25,14,25,25,3,8,0,5.0,5.0,6.0,5.0,6.0,5.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5770,380,2,Femme,3,2,15,19,4,4.0,9,7,403.0,0,"0,33",0,22.0,2.0,20,25,20,15,5,15,0,4.0,6.0,6.0,4.0,,4.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5769,380,2,Femme,3,2,15,19,4,4.0,16,6,402.0,0,"-0,14",0,29.0,4.0,25,20,15,25,10,5,0,6.0,7.0,7.0,6.0,7.0,4.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5768,380,2,Femme,3,2,15,19,4,4.0,10,5,401.0,0,"0,3",0,31.0,2.0,35,0,25,20,0,20,0,2.0,6.0,7.0,6.0,5.0,6.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5767,380,2,Femme,3,2,15,19,4,4.0,13,4,400.0,0,"0,18",0,26.0,2.0,70,5,20,3,1,1,0,5.0,4.0,8.0,6.0,7.0,6.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5766,380,2,Femme,3,2,15,19,4,4.0,15,3,399.0,0,"0,12",0,29.0,2.0,25,10,20,20,10,15,0,,,,,,,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5765,380,2,Femme,3,2,15,19,4,4.0,11,2,398.0,0,"-0,38",0,29.0,2.0,45,10,10,30,0,5,0,5.0,8.0,8.0,7.0,,7.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5764,380,2,Femme,3,2,15,19,4,4.0,1,1,397.0,0,"0,41",0,24.0,2.0,20,21,21,22,6,10,0,6.0,8.0,8.0,7.0,7.0,7.0,[33-37],MFA -Film,14.0,1.0,4.0,8.0,Chicago,"60,519",,2.0,7.0,4.0,film directing,Entertainment,7.0,8.0,8.0,8.0,5.0,5.0,3.0,1.0,5.0,5.0,7.0,7.0,10.0,9.0,9.0,9.0,9.0,6.0,,20.0,20.0,20.0,15.0,15.0,10.0
5763,379,1,Femme,1,2,15,19,7,7.0,8,19,415.0,0,"0,53",1,31.0,2.0,10,20,40,10,10,10,1,5.0,5.0,5.0,5.0,5.0,5.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5762,379,1,Femme,1,2,15,19,7,7.0,15,18,414.0,0,"-0,21",1,29.0,2.0,95,1,1,1,1,1,1,10.0,10.0,9.0,4.0,9.0,7.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5761,379,1,Femme,1,2,15,19,7,7.0,5,17,413.0,0,"0,2",1,26.0,2.0,10,10,30,30,5,15,0,7.0,7.0,7.0,6.0,8.0,7.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5760,379,1,Femme,1,2,15,19,7,7.0,6,16,412.0,0,"-0,03",1,27.0,2.0,75,5,5,5,5,5,0,7.0,8.0,9.0,8.0,7.0,8.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5759,379,1,Femme,1,2,15,19,7,7.0,7,15,411.0,0,"0,24",1,34.0,2.0,35,15,15,25,10,0,0,7.0,10.0,9.0,8.0,8.0,7.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5758,379,1,Femme,1,2,15,19,7,7.0,17,14,410.0,0,"-0,25",1,27.0,2.0,20,20,20,20,10,10,1,7.0,7.0,10.0,9.0,10.0,5.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5757,379,1,Femme,1,2,15,19,7,7.0,11,13,409.0,0,"0,19",1,23.0,2.0,20,15,20,20,10,15,0,6.0,6.0,8.0,5.0,9.0,4.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5756,379,1,Femme,1,2,15,19,7,7.0,1,12,408.0,0,"0,45",0,24.0,3.0,20,10,20,20,10,20,1,7.0,6.0,8.0,7.0,7.0,6.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5755,379,1,Femme,1,2,15,19,7,7.0,3,11,407.0,0,"0,72",1,24.0,2.0,30,15,15,15,15,10,0,7.0,6.0,7.0,6.0,9.0,8.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5754,379,1,Femme,1,2,15,19,7,7.0,9,10,406.0,0,"0,61",0,27.0,4.0,20,20,20,20,20,0,1,5.0,6.0,6.0,6.0,8.0,8.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5753,379,1,Femme,1,2,15,19,7,7.0,2,9,405.0,0,"0,24",0,30.0,1.0,30,25,20,15,5,5,0,6.0,10.0,10.0,7.0,10.0,2.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5752,379,1,Femme,1,2,15,19,7,7.0,10,8,404.0,0,"0,04",1,23.0,2.0,25,14,25,25,3,8,1,6.0,5.0,7.0,5.0,5.0,,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5751,379,1,Femme,1,2,15,19,7,7.0,12,7,403.0,0,"0,24",1,22.0,2.0,20,25,20,15,5,15,1,6.0,7.0,8.0,,8.0,,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
5750,379,1,Femme,1,2,15,19,7,7.0,19,6,402.0,1,"0,14",0,29.0,4.0,25,20,15,25,10,5,1,6.0,8.0,6.0,7.0,7.0,7.0,38+,"Business, Media",8.0,2.0,4.0,6.0,"NYC, San Francisco","95,695",31809.0,2.0,7.0,2.0,Media Marketing/Entrepreneurship,Finance/Marketing,4.0,4.0,6.0,7.0,8.0,8.0,7.0,2.0,2.0,6.0,7.0,7.0,9.0,6.0,6.0,3.0,5.0,5.0,,15.0,15.0,20.0,15.0,15.0,20.0
