iid_pid,iid,id,gender,idg,condtn,wave,round,position,positin1,order,partner,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,field_cd,race,imprace,imprelig,income,goal,date,go_out,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,exphappy,expnum,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1
6375.0,413.0,17.0,1.0,34.0,2.0,15.0,18.0,7.0,3.0,5.0,1.0,379.0,0.0,0.2,1.0,38.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,0.0,6.0,7.0,8.0,7.0,8.0,6.0,26.0,8.0,2.0,5.0,3.0,77142.20117589267,1.0,4.0,2.0,8.0,6.0,7.0,5.0,7.0,5.0,3.0,5.0,5.0,4.0,6.0,8.0,6.0,9.0,6.0,6.0,7.0,0.0,8.0,5.181030167509385,10.0,10.0,30.0,30.0,5.0,15.0
6374.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,6.0,2.0,5.0,18.0,396.0,0.0,-0.05,0.0,25.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,1.0,6.0,9.0,8.0,6.0,5.0,5.0,27.0,8.0,2.0,1.0,1.0,55080.0,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181251110538467,75.0,5.0,5.0,5.0,5.0,5.0
6373.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,11.0,2.0,10.0,17.0,395.0,0.0,-0.31,1.0,33.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,0.0,6.0,7.0,7.0,7.0,7.590394548602956,5.587707822500753,27.0,8.0,2.0,1.0,1.0,55080.00000000001,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,3.883806783080241,75.0,5.0,5.0,5.0,5.0,5.0
6372.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,1.0,2.0,18.0,16.0,394.0,0.0,-0.34,1.0,24.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,0.0,5.0,8.0,9.0,8.0,7.0,8.0,27.0,8.0,2.0,1.0,1.0,55080.0,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181239946910963,75.0,5.0,5.0,5.0,5.0,5.0
6371.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,3.0,2.0,2.0,15.0,393.0,0.0,0.0,1.0,22.0,2.0,8.0,20.0,25.0,25.0,12.0,10.0,0.0,7.0,8.0,8.0,7.0,8.0,6.0,27.0,8.0,2.0,1.0,1.0,55080.0,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.1812359476054715,75.0,5.0,5.0,5.0,5.0,5.0
6370.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,15.0,2.0,14.0,14.0,392.0,0.0,-0.27,1.0,26.0,2.0,15.0,20.0,15.0,30.0,10.0,10.0,0.0,1.0,3.0,3.0,1.0,8.0,1.0,27.0,8.0,2.0,1.0,1.0,55079.99999999999,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181221341517218,75.0,5.0,5.0,5.0,5.0,5.0
6369.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,10.0,2.0,9.0,13.0,391.0,0.0,-0.24,1.0,28.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,27.0,8.0,2.0,1.0,1.0,57626.87461181916,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181232017509627,75.0,5.0,5.0,5.0,5.0,5.0
6368.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,18.0,2.0,17.0,12.0,390.0,0.0,-0.19,0.0,30.0,4.0,10.0,20.0,20.0,10.0,10.0,30.0,1.0,6.0,8.0,8.0,6.0,8.0,5.7125016172181695,27.0,8.0,2.0,1.0,1.0,59971.97765639926,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181204153760978,75.0,5.0,5.0,5.0,5.0,5.0
6367.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,2.0,2.0,1.0,11.0,389.0,0.0,0.04,1.0,21.0,2.0,20.0,30.0,20.0,20.0,0.0,10.0,0.0,5.0,10.0,9.0,5.0,10.0,5.667276435099922,27.0,8.0,2.0,1.0,1.0,57557.04875742702,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181207036021735,75.0,5.0,5.0,5.0,5.0,5.0
6366.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,9.0,2.0,8.0,10.0,388.0,0.0,0.08,1.0,24.0,2.0,22.0,17.0,15.0,15.0,15.0,16.0,0.0,5.0,7.0,8.0,7.0,7.480746350872958,5.0,27.0,8.0,2.0,1.0,1.0,55080.0,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,3.8837790789788373,75.0,5.0,5.0,5.0,5.0,5.0
6365.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,13.0,2.0,12.0,9.0,387.0,1.0,-0.09,1.0,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,1.0,7.0,7.0,8.0,8.0,8.0,7.0,27.0,8.0,2.0,1.0,1.0,55080.0,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181205201588972,75.0,5.0,5.0,5.0,5.0,5.0
6364.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,14.0,2.0,13.0,8.0,386.0,1.0,-0.15,1.0,26.0,2.0,15.0,10.0,30.0,10.0,15.0,20.0,1.0,9.0,9.0,9.0,8.0,7.394970979674614,6.1380034045535306,27.0,8.0,2.0,1.0,1.0,62372.513473838524,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,3.88377142732425,75.0,5.0,5.0,5.0,5.0,5.0
6363.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,12.0,2.0,11.0,7.0,385.0,0.0,-0.4,1.0,25.0,2.0,25.0,20.0,20.0,20.0,10.0,5.0,0.0,6.0,7.0,7.0,7.0,7.0,5.800241191858394,27.0,8.0,2.0,1.0,1.0,57485.170807531416,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181192610675042,75.0,5.0,5.0,5.0,5.0,5.0
6362.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,16.0,2.0,15.0,6.0,384.0,1.0,0.14,1.0,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,1.0,8.0,10.0,10.0,10.0,10.0,7.0,27.0,8.0,2.0,1.0,1.0,62466.08455733948,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181193674764936,75.0,5.0,5.0,5.0,5.0,5.0
6361.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,8.0,2.0,7.0,5.0,383.0,1.0,0.33,1.0,27.0,2.0,25.0,20.0,10.0,20.0,15.0,10.0,1.0,7.0,7.0,8.0,6.864728752280631,7.796737005042212,5.596694926739195,27.0,8.0,2.0,1.0,1.0,62404.11993379597,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,3.883757255477753,75.0,5.0,5.0,5.0,5.0,5.0
6360.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,17.0,2.0,16.0,4.0,382.0,0.0,0.19,1.0,28.0,2.0,25.0,25.0,25.0,10.0,10.0,5.0,0.0,5.0,8.0,8.0,8.0,8.0,8.0,27.0,8.0,2.0,1.0,1.0,67380.64040212818,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181173211063537,75.0,5.0,5.0,5.0,5.0,5.0
6359.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,5.0,2.0,4.0,3.0,381.0,0.0,-0.05,1.0,24.0,2.0,20.0,10.0,20.0,35.0,5.0,10.0,0.0,5.0,8.0,7.0,7.0,6.0,5.0,27.0,8.0,2.0,1.0,1.0,69822.03452805296,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.1811750528287135,75.0,5.0,5.0,5.0,5.0,5.0
6358.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,4.0,2.0,3.0,2.0,380.0,0.0,0.23,0.0,33.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,0.0,5.0,6.0,7.0,7.0,6.0,5.0,27.0,8.0,2.0,1.0,1.0,72219.94630035976,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181168351685178,75.0,5.0,5.0,5.0,5.0,5.0
6357.0,412.0,16.0,1.0,32.0,2.0,15.0,18.0,7.0,2.0,6.0,1.0,379.0,0.0,-0.03,1.0,38.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,0.0,5.0,7.0,8.0,7.0,9.0,5.0,27.0,8.0,2.0,1.0,1.0,74652.33181060152,1.0,5.0,2.0,7.0,10.0,10.0,10.0,5.0,8.0,8.0,0.0,7.0,3.0,8.0,6.0,5.0,5.0,8.0,8.0,4.0,4.0,4.0,5.181159471697909,75.0,5.0,5.0,5.0,5.0,5.0
6356.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,6.0,1.0,6.0,18.0,396.0,0.0,0.27,0.0,25.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,1.0,7.0,8.0,9.0,9.0,8.0,5.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398495012785718,35.0,15.0,15.0,25.0,10.0,0.0
6355.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,11.0,1.0,11.0,17.0,395.0,0.0,0.46,1.0,33.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,0.0,7.0,8.0,9.0,7.0,8.453108422179463,8.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398492349088077,35.0,15.0,15.0,25.0,10.0,0.0
6354.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,1.0,1.0,1.0,16.0,394.0,0.0,0.4,1.0,24.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,0.0,9.5,7.0,7.0,8.0,9.0,6.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398492703346143,35.0,15.0,15.0,25.0,10.0,0.0
6353.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,3.0,1.0,3.0,15.0,393.0,0.0,0.36,1.0,22.0,2.0,8.0,20.0,25.0,25.0,12.0,10.0,1.0,8.0,8.0,8.0,8.0,8.0,7.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.39849448156476,35.0,15.0,15.0,25.0,10.0,0.0
6352.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,15.0,1.0,15.0,14.0,392.0,0.0,0.46,1.0,26.0,2.0,15.0,20.0,15.0,30.0,10.0,10.0,0.0,6.0,8.0,9.0,8.0,8.0,6.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398499225562155,35.0,15.0,15.0,25.0,10.0,0.0
6351.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,10.0,1.0,10.0,13.0,391.0,0.0,0.11,1.0,28.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,0.0,7.0,8.0,7.0,6.0,7.0,6.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398494037056468,35.0,15.0,15.0,25.0,10.0,0.0
6350.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,18.0,1.0,18.0,12.0,390.0,0.0,0.39,0.0,30.0,4.0,10.0,20.0,20.0,10.0,10.0,30.0,1.0,8.0,8.0,8.0,8.0,8.0,6.922805296100498,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398483162321945,35.0,15.0,15.0,25.0,10.0,0.0
6349.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,2.0,1.0,2.0,11.0,389.0,0.0,0.59,1.0,21.0,2.0,20.0,30.0,20.0,20.0,0.0,10.0,0.0,6.0,8.0,9.0,8.0,10.0,6.807619459026855,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398492991410798,35.0,15.0,15.0,25.0,10.0,0.0
6348.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,9.0,1.0,9.0,10.0,388.0,0.0,0.35,1.0,24.0,2.0,22.0,17.0,15.0,15.0,15.0,16.0,0.0,6.0,8.0,8.0,8.0,8.0,6.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398488832697089,35.0,15.0,15.0,25.0,10.0,0.0
6347.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,13.0,1.0,13.0,9.0,387.0,1.0,0.26,1.0,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,1.0,8.0,9.0,9.0,8.0,9.0,8.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398486586826508,35.0,15.0,15.0,25.0,10.0,0.0
6346.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,14.0,1.0,14.0,8.0,386.0,0.0,0.21,1.0,26.0,2.0,15.0,10.0,30.0,10.0,15.0,20.0,1.0,8.0,8.0,8.0,8.0,8.0,7.081606737536581,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398481497303736,35.0,15.0,15.0,25.0,10.0,0.0
6345.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,12.0,1.0,12.0,7.0,385.0,0.0,0.44,1.0,25.0,2.0,25.0,20.0,20.0,20.0,10.0,5.0,1.0,8.0,7.0,8.0,9.0,9.0,9.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.39849034525048,35.0,15.0,15.0,25.0,10.0,0.0
6344.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,16.0,1.0,16.0,6.0,384.0,0.0,0.26,1.0,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,1.0,10.0,10.0,10.0,10.0,10.0,7.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398486963168002,35.0,15.0,15.0,25.0,10.0,0.0
6343.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,8.0,1.0,8.0,5.0,383.0,0.0,0.29,1.0,27.0,2.0,25.0,20.0,10.0,20.0,15.0,10.0,0.0,3.0,4.0,4.0,8.0,8.501685341745858,6.976805627255689,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398492626501257,35.0,15.0,15.0,25.0,10.0,0.0
6342.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,17.0,1.0,17.0,4.0,382.0,0.0,0.37,1.0,28.0,2.0,25.0,25.0,25.0,10.0,10.0,5.0,0.0,6.0,8.0,7.0,7.0,7.0,6.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.39848469334034,35.0,15.0,15.0,25.0,10.0,0.0
6341.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,5.0,1.0,5.0,3.0,381.0,0.0,0.41,1.0,24.0,2.0,20.0,10.0,20.0,35.0,5.0,10.0,0.0,4.0,8.0,8.0,7.0,7.0,6.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398493347219455,35.0,15.0,15.0,25.0,10.0,0.0
6340.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,4.0,1.0,4.0,2.0,380.0,0.0,0.51,0.0,33.0,1.0,20.0,20.0,20.0,15.0,15.0,10.0,1.0,7.0,6.0,7.0,6.0,8.459697055725202,7.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398483505736634,35.0,15.0,15.0,25.0,10.0,0.0
6339.0,411.0,15.0,1.0,30.0,2.0,15.0,18.0,7.0,1.0,7.0,1.0,379.0,0.0,0.24,1.0,38.0,2.0,15.0,15.0,20.0,15.0,15.0,20.0,1.0,8.0,9.0,9.0,8.0,8.0,8.0,34.0,8.0,2.0,8.0,2.0,80006.0,3.0,4.0,1.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,3.0,3.0,1.0,8.0,1.0,7.0,6.0,7.0,10.0,8.0,3.0,3.0,14.398476178412977,35.0,15.0,15.0,25.0,10.0,0.0
6338.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,6.0,10.0,15.0,18.0,396.0,0.0,-0.41,0.0,25.0,4.0,15.0,18.0,18.0,18.0,15.0,16.0,1.0,8.0,9.0,9.0,8.0,8.0,5.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,6.596685661956254,20.0,20.0,20.0,20.0,10.0,10.0
6337.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,11.0,10.0,2.0,17.0,395.0,0.0,-0.41,1.0,33.0,2.0,20.0,20.0,20.0,10.0,10.0,20.0,1.0,8.0,9.0,8.0,8.0,7.384095711575643,6.487949713492805,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,5.797994839527557,20.0,20.0,20.0,20.0,10.0,10.0
6336.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,1.0,10.0,10.0,16.0,394.0,0.0,-0.22,1.0,24.0,2.0,18.0,19.0,16.0,15.0,15.0,17.0,1.0,7.0,8.0,8.0,6.0,7.0,7.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,6.596686410275747,20.0,20.0,20.0,20.0,10.0,10.0
6335.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,3.0,10.0,12.0,15.0,393.0,0.0,-0.5,1.0,22.0,2.0,8.0,20.0,25.0,25.0,12.0,10.0,0.0,7.0,8.0,7.0,7.0,6.0,5.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,6.596691455953831,20.0,20.0,20.0,20.0,10.0,10.0
6334.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,15.0,10.0,6.0,14.0,392.0,0.0,-0.26,1.0,26.0,2.0,15.0,20.0,15.0,30.0,10.0,10.0,1.0,9.0,9.0,10.0,8.0,9.0,7.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,6.596698317498344,20.0,20.0,20.0,20.0,10.0,10.0
6333.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,10.0,10.0,1.0,13.0,391.0,1.0,0.08,1.0,28.0,2.0,35.0,0.0,35.0,10.0,10.0,10.0,1.0,7.0,9.0,8.0,8.0,6.0,6.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,6.596692948879447,20.0,20.0,20.0,20.0,10.0,10.0
6332.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,18.0,10.0,9.0,12.0,390.0,0.0,-0.03,0.0,30.0,4.0,10.0,20.0,20.0,10.0,10.0,30.0,1.0,8.0,6.0,8.0,6.0,6.0,6.576978038941335,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,5.79808532103281,20.0,20.0,20.0,20.0,10.0,10.0
6331.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,2.0,10.0,11.0,11.0,389.0,1.0,0.12,1.0,21.0,2.0,20.0,30.0,20.0,20.0,0.0,10.0,1.0,7.0,10.0,10.0,10.0,7.480519929732554,9.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,6.596535679516332,20.0,20.0,20.0,20.0,10.0,10.0
6330.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,9.0,10.0,18.0,10.0,388.0,0.0,0.21,1.0,24.0,2.0,22.0,17.0,15.0,15.0,15.0,16.0,0.0,6.0,8.0,8.0,7.0,8.0,6.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,6.59669425761052,20.0,20.0,20.0,20.0,10.0,10.0
6329.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,13.0,10.0,4.0,9.0,387.0,0.0,-0.58,1.0,25.0,2.0,20.0,15.0,25.0,15.0,15.0,10.0,0.0,7.0,7.0,7.0,7.0,8.0,7.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,6.596695414787326,20.0,20.0,20.0,20.0,10.0,10.0
6328.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,14.0,10.0,5.0,8.0,386.0,0.0,-0.62,1.0,26.0,2.0,15.0,10.0,30.0,10.0,15.0,20.0,1.0,8.0,8.0,8.0,7.0,7.241076811735058,6.804535958449618,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,5.797992249626433,20.0,20.0,20.0,20.0,10.0,10.0
6327.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,12.0,10.0,3.0,7.0,385.0,1.0,-0.35,1.0,25.0,2.0,25.0,20.0,20.0,20.0,10.0,5.0,1.0,10.0,10.0,10.0,10.0,7.0,7.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,6.596704068139203,20.0,20.0,20.0,20.0,10.0,10.0
6326.0,410.0,14.0,1.0,28.0,2.0,15.0,18.0,16.0,10.0,7.0,6.0,384.0,0.0,-0.5,1.0,23.0,2.0,20.0,20.0,20.0,20.0,20.0,0.0,1.0,10.0,10.0,10.0,10.0,10.0,10.0,27.0,8.0,2.0,8.0,8.0,55080.0,1.0,5.0,1.0,7.0,10.0,8.0,5.0,8.0,1.0,1.0,8.0,10.0,1.0,8.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,5.0,6.596702943114201,20.0,20.0,20.0,20.0,10.0,10.0
